#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
SRR17230658_assembly.fasta	9	37664	40786	+	MDTB	1-3123/3123	===============	0/0	100.00	98.81	megares	MEG_3748	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:MDTB	
SRR17230658_assembly.fasta	9	40787	43867	+	MDTC	1-3081/3081	===============	0/0	100.00	98.86	megares	MEG_3750	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:MDTC	
SRR17230658_assembly.fasta	9	45276	46679	+	BAES	1-1404/1404	===============	0/0	100.00	98.58	megares	MEG_1194	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_regulator:BAES	
SRR17230658_assembly.fasta	9	46676	47398	+	BAER	1-723/723	===============	0/0	100.00	99.45	megares	MEG_1191	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_regulator:BAER	
SRR17230658_assembly.fasta	9	143544	144734	-	BCR	1-1191/1191	========/======	2/4	99.83	80.72	megares	MEG_1210	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:BCR	
SRR17468272_assembly.fasta	1	147539	147952	-	HNS	1-414/414	===============	0/0	100.00	89.13	megares	MEG_3271	Drugs:Multi-drug_resistance:Multi-drug_RND_efflux_pumps:HNS	
SRR17468272_assembly.fasta	1	287432	287869	-	AAC6-PRIME	1-438/438	===============	0/0	100.00	99.09	megares	MEG_296	Drugs:Aminoglycosides:Aminoglycoside_N-acetyltransferases:AAC6-PRIME	
SRR17468272_assembly.fasta	1	428118	428550	+	MARR	2-434/435	===============	0/0	99.54	82.45	megares	MEG_3663	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_regulator:MARR	
SRR17468272_assembly.fasta	1	428565	428954	+	MARA	1-390/390	===============	0/0	100.00	87.18	megares	MEG_3662	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_regulator:MARA	
SRR17468272_assembly.fasta	1	522746	524109	+	MDTK	1-1364/1374	========/======	2/2	99.20	80.95	megares	MEG_3759	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MATE_efflux_pumps:MDTK	
SRR17468272_assembly.fasta	1	953222	954970	-	MSBA	1-1749/1749	===============	0/0	100.00	85.25	megares	MEG_4061	Drugs:Multi-drug_resistance:Multi-drug_ABC_efflux_pumps:MSBA	
SRR17468272_assembly.fasta	10	68060	69426	-	CPXAR	1-1367/1374	===============	0/0	99.49	85.44	megares	MEG_2121	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_regulator:CPXAR	
SRR17468272_assembly.fasta	10	69423	70121	-	CPXAR	1-699/699	===============	0/0	100.00	86.69	megares	MEG_2122	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_regulator:CPXAR	
SRR17468272_assembly.fasta	11	92473	92795	+	SOXS	1-323/324	===============	0/0	99.69	82.97	megares	MEG_6551	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_resistance_regulator:SOXS	
SRR17468272_assembly.fasta	2	55655	57166	-	GESC	1-1512/1512	===============	0/0	100.00	99.93	megares	MEG_3134	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:GESC	
SRR17468272_assembly.fasta	2	57129	60296	-	GESB	1-3168/3168	===============	0/0	100.00	99.31	megares	MEG_3133	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:GESB	
SRR17468272_assembly.fasta	2	60293	61519	-	GESA	1-1227/1227	===============	0/0	100.00	98.61	megares	MEG_3132	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:GESA	
SRR17468272_assembly.fasta	2	92092	93249	-	AMPH	1-1158/1158	===============	0/0	100.00	80.22	megares	MEG_729	Drugs:betalactams:Penicillin_binding_protein:AMPH	
SRR17468272_assembly.fasta	2	192489	195620	-	ACRB	1-3132/3150	========/======	2/2	99.40	85.73	megares	MEG_401	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_pumps:ACRB	
SRR17468272_assembly.fasta	2	195643	196836	-	ACRA	1-1194/1194	===============	0/0	100.00	83.17	megares	MEG_399	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_pumps:ACRA	
SRR17468272_assembly.fasta	2	294710	295064	+	RAMA	21-375/375	===============	0/0	94.67	80.00	megares	MEG_6044	Drugs:Multi-drug_resistance:Multi-drug_RND_efflux_regulator:RAMA	
SRR17468272_assembly.fasta	2	357717	359618	-	PBP2	1-1902/1902	===============	0/0	100.00	83.18	megares	MEG_5400	Drugs:betalactams:Penicillin_binding_protein:PBP2	
SRR17468272_assembly.fasta	2	422034	422706	-	KDPE	1-673/678	========/======	2/2	99.12	81.60	megares	MEG_3448	Drugs:Aminoglycosides:Aminoglycoside_efflux_pumps:KDPE	
SRR17468272_assembly.fasta	3	318916	319733	-	BACA	1-818/822	========/======	2/2	99.39	85.96	megares	MEG_1189	Drugs:Bacitracin:Undecaprenyl_pyrophosphate_phosphatase:BACA	
SRR17468272_assembly.fasta	4	43492	44124	+	CRP	1-633/633	===============	0/0	100.00	87.99	megares	MEG_2132	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_regulator:CRP	
SRR17468272_assembly.fasta	4	417368	418553	+	EMRD	6-1191/1191	========/======	2/2	99.50	83.91	megares	MEG_2729	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:EMRD	
SRR17468272_assembly.fasta	5	55666	56388	-	SDIA	1-723/723	===============	0/0	100.00	98.89	megares	MEG_6176	Drugs:Multi-drug_resistance:Multi-drug_RND_efflux_pumps:SDIA	
SRR17468272_assembly.fasta	5	109006	110434	-	MDTK	1-1425/1425	========/======	1/4	100.00	98.67	megares	MEG_3760	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MATE_efflux_pumps:MDTK	
SRR17468272_assembly.fasta	5	236810	238051	+	MDTA	1-1242/1242	===============	0/0	100.00	99.19	megares	MEG_3744	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:MDTA	
SRR17468272_assembly.fasta	5	238051	241173	+	MDTB	1-3123/3123	===============	0/0	100.00	98.78	megares	MEG_3748	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:MDTB	
SRR17468272_assembly.fasta	5	241174	244254	+	MDTC	1-3081/3081	===============	0/0	100.00	98.77	megares	MEG_3750	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:MDTC	
SRR17468272_assembly.fasta	5	245663	247066	+	BAES	1-1404/1404	===============	0/0	100.00	99.50	megares	MEG_1194	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_regulator:BAES	
SRR17468272_assembly.fasta	5	247063	247785	+	BAER	1-723/723	===============	0/0	100.00	98.75	megares	MEG_1191	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_regulator:BAER	
SRR17468272_assembly.fasta	5	351199	352389	-	BCR	1-1191/1191	===============	0/0	100.00	80.86	megares	MEG_1210	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:BCR	
SRR17468272_assembly.fasta	6	7406	9049	-	YOGI	1-1644/1644	========/======	7/10	99.70	80.23	megares	MEG_7842	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_ABC_efflux_pumps:YOGI	
SRR17468272_assembly.fasta	6	49711	50316	-	PMRG	1-606/606	===============	0/0	100.00	99.83	megares	MEG_5802	Multi-compound:Drug_and_metal_resistance:Drug_and_metal_MFS_efflux_pumps:PMRG	
SRR17468272_assembly.fasta	6	238703	241816	+	ACRD	1-3114/3114	===============	0/0	100.00	99.04	megares	MEG_404	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:ACRD	
SRR17468272_assembly.fasta	7	243200	244069	-	ROBA	1-870/870	===============	0/0	100.00	81.15	megares	MEG_6082	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:ROBA	
SRR17468272_assembly.fasta	9	133225	133755	+	EMRR	1-531/531	===============	0/0	100.00	85.50	megares	MEG_2734	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_regulator:EMRR	
SRR17468272_assembly.fasta	9	133882	135054	+	EMRA	1-1173/1173	========/======	2/2	99.91	82.11	megares	MEG_2721	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:EMRA	
SRR17468272_assembly.fasta	9	135071	136609	+	EMRB	1-1539/1539	===============	0/0	100.00	84.47	megares	MEG_2725	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:EMRB	
SRR17468275_assembly.fasta	1	363489	364852	-	MDTK	1-1364/1374	========/======	2/2	99.20	80.81	megares	MEG_3759	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MATE_efflux_pumps:MDTK	
SRR17468275_assembly.fasta	1	462214	462569	-	MARA	1-356/390	==============.	0/0	91.28	89.61	megares	MEG_3662	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_regulator:MARA	
SRR17468275_assembly.fasta	1	462584	463016	-	MARR	2-434/435	===============	0/0	99.54	81.99	megares	MEG_3663	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_regulator:MARR	
SRR17468275_assembly.fasta	1	573967	574404	+	AAC6-PRIME	1-438/438	===============	0/0	100.00	97.94	megares	MEG_296	Drugs:Aminoglycosides:Aminoglycoside_N-acetyltransferases:AAC6-PRIME	
SRR17468275_assembly.fasta	10	130096	130701	+	PMRG	1-606/606	===============	0/0	100.00	99.34	megares	MEG_5802	Multi-compound:Drug_and_metal_resistance:Drug_and_metal_MFS_efflux_pumps:PMRG	
SRR17468275_assembly.fasta	10	171339	172982	+	YOGI	1-1644/1644	========/======	9/12	99.64	80.00	megares	MEG_7842	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_ABC_efflux_pumps:YOGI	
SRR17468275_assembly.fasta	11	134147	135895	+	MSBA	1-1749/1749	===============	0/0	100.00	84.85	megares	MEG_4061	Drugs:Multi-drug_resistance:Multi-drug_ABC_efflux_pumps:MSBA	
SRR17468275_assembly.fasta	12	61757	64888	-	ACRB	1-3132/3150	========/======	2/2	99.40	85.64	megares	MEG_401	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_pumps:ACRB	
SRR17468275_assembly.fasta	12	64911	66104	-	ACRA	1-1194/1194	===============	0/0	100.00	83.25	megares	MEG_399	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_pumps:ACRA	
SRR17468275_assembly.fasta	13	128374	129006	-	CRP	1-633/633	===============	0/0	100.00	87.99	megares	MEG_2132	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_regulator:CRP	
SRR17468275_assembly.fasta	14	92300	93117	+	BACA	1-818/822	========/======	2/2	99.39	85.71	megares	MEG_1189	Drugs:Bacitracin:Undecaprenyl_pyrophosphate_phosphatase:BACA	
SRR17468275_assembly.fasta	15	67079	68445	-	CPXAR	1-1367/1374	===============	0/0	99.49	85.22	megares	MEG_2121	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_regulator:CPXAR	
SRR17468275_assembly.fasta	15	68442	69140	-	CPXAR	1-699/699	===============	0/0	100.00	86.55	megares	MEG_2122	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_regulator:CPXAR	
SRR17468275_assembly.fasta	2	14286	15476	+	BCR	1-1191/1191	===============	0/0	100.00	80.69	megares	MEG_1210	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:BCR	
SRR17468275_assembly.fasta	2	112455	113177	-	BAER	1-723/723	===============	0/0	100.00	99.03	megares	MEG_1191	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_regulator:BAER	
SRR17468275_assembly.fasta	2	113174	114577	-	BAES	1-1404/1404	===============	0/0	100.00	98.43	megares	MEG_1194	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_regulator:BAES	
SRR17468275_assembly.fasta	2	115986	119066	-	MDTC	1-3081/3081	===============	0/0	100.00	98.38	megares	MEG_3750	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:MDTC	
SRR17468275_assembly.fasta	2	119067	122189	-	MDTB	1-3123/3123	===============	0/0	100.00	98.72	megares	MEG_3748	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:MDTB	
SRR17468275_assembly.fasta	2	122189	123430	-	MDTA	1-1242/1242	===============	0/0	100.00	99.03	megares	MEG_3744	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:MDTA	
SRR17468275_assembly.fasta	2	217709	219133	+	MDTK	1-1425/1425	===============	0/0	100.00	99.02	megares	MEG_3760	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MATE_efflux_pumps:MDTK	
SRR17468275_assembly.fasta	2	271539	272261	+	SDIA	1-723/723	===============	0/0	100.00	99.03	megares	MEG_6176	Drugs:Multi-drug_resistance:Multi-drug_RND_efflux_pumps:SDIA	
SRR17468275_assembly.fasta	2	465262	465675	-	HNS	1-414/414	===============	0/0	100.00	88.89	megares	MEG_3271	Drugs:Multi-drug_resistance:Multi-drug_RND_efflux_pumps:HNS	
SRR17468275_assembly.fasta	26	45565	46095	+	EMRR	1-531/531	===============	0/0	100.00	85.88	megares	MEG_2734	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_regulator:EMRR	
SRR17468275_assembly.fasta	26	46222	47394	+	EMRA	1-1173/1173	========/======	2/2	99.91	82.28	megares	MEG_2721	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:EMRA	
SRR17468275_assembly.fasta	26	47411	48949	+	EMRB	1-1539/1539	===============	0/0	100.00	84.15	megares	MEG_2725	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:EMRB	
SRR17468275_assembly.fasta	3	143650	144519	-	ROBA	1-870/870	===============	0/0	100.00	81.26	megares	MEG_6082	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:ROBA	
SRR17468275_assembly.fasta	30	18649	19923	-	TETA	1-1275/1275	===============	0/0	100.00	100.00	megares	MEG_7024	Drugs:Tetracyclines:Tetracycline_resistance_MFS_efflux_pumps:TETA	
SRR17468275_assembly.fasta	30	32238	33205	-	SULI	1-968/968	===============	0/0	100.00	100.00	megares	MEG_6615	Drugs:Sulfonamides:Sulfonamide-resistant_dihydropteroate_synthases:SULI	
SRR17468275_assembly.fasta	30	33709	34676	-	ANT3-DPRIME	1-972/972	========/======	2/4	99.59	99.49	megares	MEG_949	Drugs:Aminoglycosides:Aminoglycoside_O-nucleotidyltransferases:ANT3-DPRIME	
SRR17468275_assembly.fasta	38	1229	2443	+	FLOR	1-1215/1215	===============	0/0	100.00	99.83	megares	MEG_2921	Drugs:Phenicol:Phenicol_resistance_MFS_efflux_pumps:FLOR	
SRR17468275_assembly.fasta	41	51	835	+	AAC3	1-786/786	========/======	1/1	99.87	99.87	megares	MEG_32	Drugs:Aminoglycosides:Aminoglycoside_N-acetyltransferases:AAC3	
SRR17468275_assembly.fasta	41	1056	2081	+	APH4	1-1026/1026	===============	0/0	100.00	100.00	megares	MEG_1082	Drugs:Aminoglycosides:Aminoglycoside_O-phosphotransferases:APH4	
SRR17468275_assembly.fasta	5	87614	90727	+	ACRD	1-3114/3114	===============	0/0	100.00	99.29	megares	MEG_404	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:ACRD	
SRR17468275_assembly.fasta	6	191132	192317	+	EMRD	6-1191/1191	========/======	2/2	99.50	83.91	megares	MEG_2729	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:EMRD	
SRR17468275_assembly.fasta	7	34940	35262	-	SOXS	1-323/324	===============	0/0	99.69	82.35	megares	MEG_6551	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_resistance_regulator:SOXS	
SRR17468275_assembly.fasta	8	50753	51425	+	KDPE	1-673/678	========/======	2/2	99.12	81.31	megares	MEG_3448	Drugs:Aminoglycosides:Aminoglycoside_efflux_pumps:KDPE	
SRR17468275_assembly.fasta	8	114059	115960	+	PBP2	1-1902/1902	===============	0/0	100.00	83.23	megares	MEG_5400	Drugs:betalactams:Penicillin_binding_protein:PBP2	
SRR17468275_assembly.fasta	9	108737	110248	-	GESC	1-1512/1512	===============	0/0	100.00	98.55	megares	MEG_3134	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:GESC	
SRR17468275_assembly.fasta	9	110211	113378	-	GESB	1-3168/3168	===============	0/0	100.00	99.62	megares	MEG_3133	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:GESB	
SRR17468275_assembly.fasta	9	113375	114601	-	GESA	1-1227/1227	===============	0/0	100.00	98.86	megares	MEG_3132	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:GESA	
SRR17518188_assembly.fasta	1	51884	52556	+	KDPE	1-673/678	========/======	2/2	99.12	81.31	megares	MEG_3448	Drugs:Aminoglycosides:Aminoglycoside_efflux_pumps:KDPE	
SRR17518188_assembly.fasta	1	115184	117085	+	PBP2	1-1902/1902	===============	0/0	100.00	83.18	megares	MEG_5400	Drugs:betalactams:Penicillin_binding_protein:PBP2	
SRR17518188_assembly.fasta	1	277896	279089	+	ACRA	1-1194/1194	===============	0/0	100.00	83.50	megares	MEG_399	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_pumps:ACRA	
SRR17518188_assembly.fasta	1	279112	282243	+	ACRB	1-3132/3150	========/======	2/2	99.40	85.61	megares	MEG_401	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_pumps:ACRB	
SRR17518188_assembly.fasta	1	381482	382639	+	AMPH	1-1158/1158	===============	0/0	100.00	80.14	megares	MEG_729	Drugs:betalactams:Penicillin_binding_protein:AMPH	
SRR17518188_assembly.fasta	1	413217	414443	+	GESA	1-1227/1227	===============	0/0	100.00	98.78	megares	MEG_3132	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:GESA	
SRR17518188_assembly.fasta	1	414440	417607	+	GESB	1-3168/3168	===============	0/0	100.00	99.37	megares	MEG_3133	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:GESB	
SRR17518188_assembly.fasta	1	417570	419081	+	GESC	1-1512/1512	===============	0/0	100.00	98.21	megares	MEG_3134	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:GESC	
SRR17518188_assembly.fasta	10	101605	102018	+	HNS	1-414/414	===============	0/0	100.00	89.37	megares	MEG_3271	Drugs:Multi-drug_resistance:Multi-drug_RND_efflux_pumps:HNS	
SRR17518188_assembly.fasta	11	95576	96445	-	ROBA	1-870/870	===============	0/0	100.00	81.26	megares	MEG_6082	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:ROBA	
SRR17518188_assembly.fasta	13	61891	63257	-	CPXAR	1-1367/1374	===============	0/0	99.49	85.37	megares	MEG_2121	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_regulator:CPXAR	
SRR17518188_assembly.fasta	13	63254	63952	-	CPXAR	1-699/699	===============	0/0	100.00	87.12	megares	MEG_2122	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_regulator:CPXAR	
SRR17518188_assembly.fasta	14	7226	8869	-	YOGI	1-1644/1644	========/======	7/10	99.70	80.29	megares	MEG_7842	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_ABC_efflux_pumps:YOGI	
SRR17518188_assembly.fasta	14	49531	50136	-	PMRG	1-606/606	===============	0/0	100.00	99.83	megares	MEG_5802	Multi-compound:Drug_and_metal_resistance:Drug_and_metal_MFS_efflux_pumps:PMRG	
SRR17518188_assembly.fasta	2	37871	38308	-	AAC6-PRIME	1-438/438	===============	0/0	100.00	98.86	megares	MEG_296	Drugs:Aminoglycosides:Aminoglycoside_N-acetyltransferases:AAC6-PRIME	
SRR17518188_assembly.fasta	2	144814	145246	+	MARR	2-434/435	===============	0/0	99.54	82.22	megares	MEG_3663	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_regulator:MARR	
SRR17518188_assembly.fasta	2	145261	145650	+	MARA	1-390/390	===============	0/0	100.00	87.18	megares	MEG_3662	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_regulator:MARA	
SRR17518188_assembly.fasta	2	239419	240782	+	MDTK	1-1364/1374	========/======	2/2	99.20	80.73	megares	MEG_3759	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MATE_efflux_pumps:MDTK	
SRR17518188_assembly.fasta	20	11447	12632	-	EMRD	6-1191/1191	========/======	2/2	99.50	83.57	megares	MEG_2729	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:EMRD	
SRR17518188_assembly.fasta	3	220693	222441	-	MSBA	1-1749/1749	===============	0/0	100.00	84.85	megares	MEG_4061	Drugs:Multi-drug_resistance:Multi-drug_ABC_efflux_pumps:MSBA	
SRR17518188_assembly.fasta	4	14269	15459	+	BCR	1-1191/1191	===============	0/0	100.00	80.61	megares	MEG_1210	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:BCR	
SRR17518188_assembly.fasta	4	112498	113220	-	BAER	1-723/723	===============	0/0	100.00	99.31	megares	MEG_1191	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_regulator:BAER	
SRR17518188_assembly.fasta	4	113217	114620	-	BAES	1-1404/1404	===============	0/0	100.00	98.36	megares	MEG_1194	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_regulator:BAES	
SRR17518188_assembly.fasta	4	116029	119109	-	MDTC	1-3081/3081	===============	0/0	100.00	98.99	megares	MEG_3750	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:MDTC	
SRR17518188_assembly.fasta	4	119110	122232	-	MDTB	1-3123/3123	===============	0/0	100.00	98.81	megares	MEG_3748	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:MDTB	
SRR17518188_assembly.fasta	4	122232	123473	-	MDTA	1-1242/1242	===============	0/0	100.00	99.36	megares	MEG_3744	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:MDTA	
SRR17518188_assembly.fasta	4	249831	251255	+	MDTK	1-1425/1425	===============	0/0	100.00	99.44	megares	MEG_3760	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MATE_efflux_pumps:MDTK	
SRR17518188_assembly.fasta	4	303797	304519	+	SDIA	1-723/723	===============	0/0	100.00	98.75	megares	MEG_6176	Drugs:Multi-drug_resistance:Multi-drug_RND_efflux_pumps:SDIA	
SRR17518188_assembly.fasta	5	102026	102556	+	EMRR	1-531/531	===============	0/0	100.00	86.06	megares	MEG_2734	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_regulator:EMRR	
SRR17518188_assembly.fasta	5	102683	103855	+	EMRA	1-1173/1173	========/======	4/6	99.74	82.40	megares	MEG_2721	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:EMRA	
SRR17518188_assembly.fasta	5	103872	105410	+	EMRB	1-1539/1539	===============	0/0	100.00	84.15	megares	MEG_2725	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:EMRB	
SRR17518188_assembly.fasta	6	105190	105512	-	SOXS	1-323/324	===============	0/0	99.69	82.66	megares	MEG_6551	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_resistance_regulator:SOXS	
SRR17518188_assembly.fasta	7	134194	135011	-	BACA	1-818/822	========/======	2/2	99.39	85.96	megares	MEG_1189	Drugs:Bacitracin:Undecaprenyl_pyrophosphate_phosphatase:BACA	
SRR17518188_assembly.fasta	8	154566	157679	-	ACRD	1-3114/3114	===============	0/0	100.00	98.81	megares	MEG_404	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:ACRD	
SRR17518188_assembly.fasta	9	213603	214235	-	CRP	1-633/633	===============	0/0	100.00	87.99	megares	MEG_2132	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_regulator:CRP	
SRR17720340_assembly.fasta	1	173915	175278	-	MDTK	1-1364/1374	========/======	2/2	99.20	80.59	megares	MEG_3759	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MATE_efflux_pumps:MDTK	
SRR17720340_assembly.fasta	1	272650	273005	-	MARA	1-356/390	==============.	0/0	91.28	89.05	megares	MEG_3662	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_regulator:MARA	
SRR17720340_assembly.fasta	1	273020	273452	-	MARR	2-434/435	===============	0/0	99.54	82.45	megares	MEG_3663	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_regulator:MARR	
SRR17720340_assembly.fasta	1	383889	384326	+	AAC6-PRIME	1-438/438	===============	0/0	100.00	98.40	megares	MEG_296	Drugs:Aminoglycosides:Aminoglycoside_N-acetyltransferases:AAC6-PRIME	
SRR17720340_assembly.fasta	10	58494	61607	-	ACRD	1-3114/3114	===============	0/0	100.00	98.75	megares	MEG_404	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:ACRD	
SRR17720340_assembly.fasta	11	9305	10495	+	BCR	1-1191/1191	========/======	2/4	99.83	80.81	megares	MEG_1210	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:BCR	
SRR17720340_assembly.fasta	11	106581	107303	-	BAER	1-723/723	===============	0/0	100.00	99.17	megares	MEG_1191	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_regulator:BAER	
SRR17720340_assembly.fasta	11	107300	108703	-	BAES	1-1404/1404	===============	0/0	100.00	99.00	megares	MEG_1194	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_regulator:BAES	
SRR17720340_assembly.fasta	11	110112	113192	-	MDTC	1-3081/3081	===============	0/0	100.00	98.80	megares	MEG_3750	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:MDTC	
